C3,C4,C5,C6,C7,C8,Pressure,C3_vap,C4_vap,C5_vap,C6_vap,C7_vap,C8_vap
0.2040,0.0486,0.0992,0.1832,0.0714,0.3936,6.5198,0.7784,0.0745,0.0658,0.0509,0.0088,0.0216
0.3057,0.0149,0.3094,0.0679,0.1511,0.1510,13.8876,0.7541,0.0173,0.1773,0.0185,0.0219,0.0109
0.0259,0.1198,0.0772,0.1550,0.4940,0.1281,12.9717,0.1086,0.2967,0.1188,0.1404,0.2882,0.0472
0.1675,0.3499,0.0636,0.0459,0.1951,0.1780,14.4096,0.4352,0.4507,0.0442,0.0155,0.0367,0.0177
0.3741,0.3648,0.0306,0.0040,0.2112,0.0153,12.8518,0.6868,0.2848,0.0118,0.0006,0.0156,0.0005
0.1444,0.1450,0.2164,0.0927,0.2733,0.1282,1.3933,0.7174,0.1853,0.0795,0.0086,0.0081,0.0011
0.0548,0.1039,0.2332,0.3955,0.2069,0.0057,13.7180,0.1909,0.2016,0.2663,0.2583,0.0816,0.0014
0.1982,0.1797,0.1980,0.3198,0.0846,0.0197,5.3318,0.6457,0.2062,0.0899,0.0521,0.0056,0.0005
0.0087,0.0947,0.8661,0.0032,0.0044,0.0229,13.9482,0.0274,0.1632,0.8020,0.0017,0.0015,0.0042
0.2097,0.3543,0.0500,0.1508,0.1674,0.0678,3.2609,0.6429,0.3215,0.0161,0.0135,0.0053,0.0007
0.3015,0.1652,0.3384,0.0597,0.1279,0.0073,19.5925,0.5938,0.1710,0.1940,0.0178,0.0226,0.0007
0.0137,0.0166,0.2965,0.5745,0.0488,0.0499,12.3986,0.0542,0.0375,0.4005,0.4681,0.0241,0.0155
0.0436,0.2731,0.0783,0.0696,0.0572,0.4782,17.6144,0.1393,0.5302,0.0963,0.0531,0.0284,0.1527
0.0144,0.0406,0.0857,0.7705,0.0086,0.0802,5.5800,0.0959,0.1266,0.1362,0.6205,0.0034,0.0174
0.2065,0.0146,0.2643,0.2082,0.0156,0.2908,6.7764,0.7479,0.0211,0.1611,0.0535,0.0018,0.0146
0.0095,0.2040,0.2898,0.2428,0.2299,0.0240,14.8207,0.0311,0.3829,0.3265,0.1590,0.0944,0.0060
0.3300,0.0730,0.0411,0.0538,0.0833,0.4188,12.8987,0.8376,0.0851,0.0237,0.0144,0.0113,0.0280
0.2319,0.1629,0.1303,0.0514,0.3173,0.1062,11.1322,0.6498,0.2051,0.0802,0.0138,0.0440,0.0071
0.0370,0.1136,0.5520,0.0012,0.0035,0.2927,2.3746,0.2617,0.2725,0.4523,0.0004,0.0004,0.0127
0.0723,0.0168,0.2407,0.1645,0.1786,0.3271,12.9230,0.2970,0.0395,0.3354,0.1353,0.0909,0.1019
0.1532,0.0667,0.1959,0.1719,0.1196,0.2927,10.6437,0.5606,0.1182,0.1773,0.0778,0.0289,0.0371
0.3711,0.0681,0.0428,0.0557,0.3986,0.0637,2.4120,0.9391,0.0440,0.0084,0.0025,0.0057,0.0003
0.0898,0.2490,0.0123,0.3115,0.2402,0.0972,10.0053,0.3343,0.4439,0.0116,0.1406,0.0573,0.0124
0.0041,0.3603,0.1587,0.0761,0.0943,0.3065,15.6636,0.0130,0.6547,0.1733,0.0482,0.0372,0.0735
0.2868,0.0670,0.0113,0.0347,0.4958,0.1044,2.0502,0.9281,0.0565,0.0029,0.0021,0.0098,0.0006
0.1030,0.0422,0.0689,0.3113,0.4395,0.0351,7.8027,0.5061,0.0982,0.0823,0.1764,0.1315,0.0055
0.1590,0.0365,0.1163,0.5142,0.0996,0.0744,8.2011,0.6180,0.0626,0.0963,0.1977,0.0183,0.0069
0.0222,0.0944,0.0039,0.5204,0.0811,0.2780,16.9674,0.0748,0.2072,0.0058,0.5234,0.0554,0.1334
0.1440,0.0353,0.2527,0.3150,0.1573,0.0957,10.4942,0.5234,0.0618,0.2256,0.1402,0.0371,0.0120
0.0841,0.0302,0.6536,0.1451,0.0346,0.0524,7.0471,0.3611,0.0557,0.5198,0.0529,0.0063,0.0043
0.3834,0.1510,0.1826,0.0615,0.1717,0.0498,1.1094,0.9078,0.0700,0.0201,0.0012,0.0008,0.0001
0.0719,0.1344,0.4882,0.0691,0.0377,0.1987,16.0635,0.2141,0.2251,0.4686,0.0386,0.0130,0.0405
0.4471,0.0860,0.1285,0.0082,0.2880,0.0422,3.4936,0.9239,0.0483,0.0231,0.0004,0.0042,0.0002
0.0330,0.3972,0.0624,0.0887,0.2694,0.1493,6.7325,0.1394,0.7166,0.0532,0.0315,0.0471,0.0122
0.0567,0.1844,0.2250,0.3854,0.0913,0.0572,14.3709,0.1811,0.3234,0.2295,0.2229,0.0313,0.0118
0.0942,0.2391,0.0903,0.1929,0.2240,0.1595,17.1731,0.2752,0.4007,0.0922,0.1136,0.0823,0.0361
0.3204,0.1925,0.0695,0.0458,0.1535,0.2183,8.1616,0.7735,0.1771,0.0273,0.0066,0.0098,0.0057
0.2209,0.3519,0.0292,0.1699,0.0860,0.1421,4.0954,0.6435,0.3235,0.0100,0.0177,0.0033,0.0019
0.2216,0.0607,0.4796,0.0452,0.1083,0.0846,1.3116,0.8424,0.0529,0.1006,0.0022,0.0016,0.0003
0.0170,0.2079,0.3051,0.1909,0.1940,0.0851,12.8965,0.0603,0.4008,0.3346,0.1157,0.0705,0.0180
0.2742,0.1382,0.3493,0.0204,0.1389,0.0790,16.9798,0.6048,0.1537,0.2051,0.0060,0.0234,0.0070
0.0029,0.0866,0.0624,0.5793,0.0858,0.1830,2.9915,0.0277,0.3416,0.1115,0.4578,0.0303,0.0311
0.1445,0.0786,0.4046,0.1333,0.1655,0.0735,15.7308,0.4117,0.1207,0.3464,0.0628,0.0466,0.0118
0.2822,0.0142,0.0207,0.1642,0.2604,0.2583,6.2713,0.9117,0.0172,0.0104,0.0310,0.0209,0.0087
0.1738,0.0391,0.5753,0.0038,0.0643,0.1437,3.3785,0.7044,0.0504,0.2386,0.0005,0.0035,0.0026
0.1981,0.1183,0.2074,0.1821,0.1061,0.1880,16.3133,0.5336,0.1688,0.1655,0.0787,0.0266,0.0268
0.6594,0.1855,0.0095,0.0660,0.0148,0.0648,3.1472,0.9333,0.0639,0.0011,0.0015,0.0001,0.0001
0.1245,0.1465,0.5448,0.1091,0.0486,0.0265,13.6926,0.3479,0.2055,0.3926,0.0407,0.0103,0.0030
0.0194,0.0488,0.3540,0.3683,0.0951,0.1144,14.8049,0.0677,0.1015,0.4532,0.2924,0.0482,0.0371
0.2160,0.1224,0.1850,0.0664,0.1515,0.2587,6.9522,0.7046,0.1564,0.0999,0.0141,0.0145,0.0105
0.1189,0.1806,0.0299,0.2186,0.4238,0.0282,17.7769,0.3480,0.3095,0.0320,0.1356,0.1678,0.0070
0.0992,0.1218,0.0872,0.0056,0.6363,0.0499,3.9764,0.5592,0.2621,0.0789,0.0018,0.0949,0.0031
0.0408,0.4680,0.0014,0.0002,0.4116,0.0780,1.9208,0.2211,0.7533,0.0008,0.0000,0.0233,0.0014
0.0554,0.0919,0.2266,0.5428,0.0583,0.0250,16.1958,0.1706,0.1668,0.2550,0.3755,0.0252,0.0070
0.3604,0.1140,0.0207,0.0239,0.0704,0.4106,10.2286,0.8542,0.1113,0.0091,0.0043,0.0059,0.0152
0.0029,0.1057,0.0493,0.2426,0.4789,0.1206,9.1923,0.0160,0.3220,0.0884,0.2412,0.2887,0.0437
0.4389,0.1349,0.0440,0.1428,0.2174,0.0220,4.9632,0.8928,0.0833,0.0099,0.0089,0.0049,0.0002
0.4002,0.1246,0.1960,0.1821,0.0691,0.0280,9.9309,0.8080,0.0974,0.0665,0.0235,0.0039,0.0007
0.2503,0.2096,0.2108,0.1352,0.0851,0.1090,17.0644,0.5612,0.2392,0.1310,0.0429,0.0152,0.0106
0.0352,0.3649,0.3866,0.1044,0.0408,0.0681,6.7528,0.1331,0.5658,0.2620,0.0295,0.0055,0.0040
0.0801,0.1342,0.2768,0.0399,0.4242,0.0448,15.4869,0.2572,0.2449,0.2996,0.0243,0.1636,0.0104
0.0194,0.0994,0.2781,0.2602,0.0321,0.3108,5.6369,0.1202,0.2795,0.3721,0.1677,0.0104,0.0501
0.1060,0.0389,0.0858,0.1294,0.4638,0.1761,1.2654,0.7994,0.0835,0.0585,0.0246,0.0303,0.0037
0.2000,0.2368,0.3125,0.0680,0.0506,0.1321,1.1746,0.7375,0.1943,0.0641,0.0031,0.0006,0.0004
0.2484,0.1074,0.1868,0.4036,0.0512,0.0026,2.4373,0.8205,0.0952,0.0518,0.0312,0.0012,0.0000
0.3777,0.0451,0.1302,0.0747,0.3461,0.0262,1.4929,0.9517,0.0248,0.0186,0.0021,0.0027,0.0000
0.3007,0.0952,0.1466,0.1198,0.0384,0.2993,12.3008,0.7580,0.1081,0.0805,0.0303,0.0048,0.0183
0.0090,0.0883,0.0284,0.4104,0.3279,0.1360,10.8166,0.0436,0.2458,0.0482,0.4085,0.2014,0.0525
0.0398,0.0933,0.3989,0.2175,0.1637,0.0868,6.7255,0.2004,0.2118,0.4262,0.1089,0.0418,0.0109
0.0703,0.0927,0.0384,0.2167,0.5696,0.0123,3.7289,0.4808,0.2515,0.0459,0.0999,0.1209,0.0012
0.0069,0.4388,0.0620,0.0576,0.1806,0.2541,12.4473,0.0237,0.7866,0.0623,0.0300,0.0545,0.0428
0.2853,0.0574,0.2468,0.3213,0.0418,0.0474,12.9165,0.7043,0.0649,0.1375,0.0846,0.0056,0.0032
0.3163,0.0422,0.2498,0.1313,0.2089,0.0515,8.2080,0.8169,0.0420,0.1040,0.0208,0.0148,0.0015
0.0303,0.0782,0.1351,0.3995,0.3022,0.0547,2.8822,0.2559,0.2557,0.1877,0.2214,0.0733,0.0059
0.0866,0.0540,0.0875,0.1922,0.1782,0.4015,6.3678,0.4994,0.1439,0.1145,0.1204,0.0568,0.0649
0.0307,0.0402,0.4947,0.1788,0.0434,0.2122,11.5363,0.1247,0.0882,0.5973,0.1226,0.0176,0.0496
0.5106,0.0038,0.0112,0.0057,0.3380,0.1307,6.0636,0.9846,0.0024,0.0026,0.0004,0.0088,0.0012
0.2210,0.1050,0.3273,0.1786,0.0632,0.1049,12.4180,0.5960,0.1318,0.2018,0.0526,0.0097,0.0081
0.5055,0.2417,0.0878,0.0211,0.0874,0.0565,8.4230,0.8343,0.1397,0.0210,0.0016,0.0027,0.0006
0.1332,0.1784,0.2811,0.0905,0.2844,0.0324,5.2911,0.5222,0.2617,0.1672,0.0198,0.0278,0.0013
0.3224,0.0292,0.2277,0.3396,0.0264,0.0547,10.9779,0.7854,0.0301,0.1084,0.0710,0.0026,0.0025
0.0573,0.0751,0.4615,0.0501,0.0314,0.3246,3.5681,0.3582,0.1773,0.4201,0.0184,0.0050,0.0211
0.0200,0.0168,0.1642,0.0185,0.6259,0.1546,8.0360,0.1263,0.0581,0.3255,0.0199,0.4110,0.0593
0.1438,0.4672,0.0329,0.0404,0.0930,0.2227,13.4486,0.3648,0.5682,0.0212,0.0122,0.0151,0.0186
0.0644,0.4746,0.0667,0.1567,0.0309,0.2067,6.2657,0.2320,0.6737,0.0421,0.0387,0.0034,0.0100
0.0065,0.0709,0.5324,0.0446,0.0596,0.2860,11.5673,0.0271,0.1626,0.6782,0.0326,0.0264,0.0731
0.0347,0.0547,0.3281,0.0392,0.0145,0.5288,18.5122,0.1130,0.1174,0.4719,0.0384,0.0099,0.2494
0.2096,0.0522,0.0256,0.0437,0.2493,0.4196,5.1037,0.8509,0.0798,0.0160,0.0104,0.0253,0.0176
0.2004,0.1709,0.0838,0.2069,0.0422,0.2958,1.4544,0.7929,0.1667,0.0232,0.0145,0.0009,0.0017
0.2127,0.0419,0.0154,0.1761,0.1077,0.4462,3.1845,0.8909,0.0568,0.0075,0.0287,0.0064,0.0097
0.1897,0.0009,0.2178,0.0962,0.0610,0.4344,7.4600,0.7556,0.0015,0.1668,0.0331,0.0100,0.0330
0.0654,0.0721,0.1242,0.5034,0.1916,0.0433,18.4569,0.1928,0.1341,0.1532,0.4021,0.1020,0.0158
0.0811,0.0738,0.0434,0.1496,0.3531,0.2990,15.9058,0.2979,0.1676,0.0637,0.1369,0.2144,0.1195
0.0936,0.2173,0.1081,0.2635,0.1827,0.1348,9.6022,0.3502,0.3827,0.0973,0.1131,0.0410,0.0157
0.1237,0.1893,0.1705,0.1652,0.0659,0.2854,17.3183,0.3543,0.3071,0.1644,0.0924,0.0226,0.0592
0.0137,0.3388,0.0619,0.1007,0.0945,0.3904,13.1607,0.0503,0.6838,0.0727,0.0661,0.0371,0.0901
0.0440,0.2014,0.3370,0.0027,0.0181,0.3968,2.7115,0.2767,0.4382,0.2652,0.0008,0.0021,0.0171
0.0142,0.5409,0.0809,0.0203,0.0927,0.2510,1.8977,0.0768,0.8658,0.0444,0.0032,0.0052,0.0046
0.0161,0.0214,0.3438,0.1655,0.0066,0.4466,12.2769,0.0714,0.0558,0.5390,0.1599,0.0040,0.1699
0.0495,0.2463,0.1084,0.3669,0.0836,0.1453,1.2074,0.3617,0.4946,0.0690,0.0671,0.0049,0.0028
0.1701,0.0593,0.3522,0.1201,0.2856,0.0127,6.7122,0.6282,0.0874,0.2202,0.0300,0.0335,0.0006
0.4032,0.2896,0.1601,0.0486,0.0890,0.0095,5.0966,0.7885,0.1721,0.0344,0.0029,0.0020,0.0001
0.1838,0.1739,0.0353,0.3062,0.2680,0.0328,9.5687,0.5911,0.2471,0.0247,0.0940,0.0407,0.0025
0.0583,0.1567,0.0397,0.4586,0.0527,0.2340,19.3861,0.1688,0.2899,0.0492,0.3750,0.0288,0.0883
0.0107,0.3923,0.1583,0.1166,0.1575,0.1646,19.0530,0.0286,0.6319,0.1617,0.0719,0.0636,0.0423
0.1114,0.4659,0.2588,0.0721,0.0422,0.0496,5.2151,0.3531,0.5186,0.1137,0.0108,0.0027,0.0012
0.0178,0.0046,0.3706,0.2252,0.0815,0.3003,19.7107,0.0519,0.0092,0.5125,0.2191,0.0570,0.1504
0.1143,0.0019,0.3164,0.2458,0.1121,0.2095,2.6358,0.6899,0.0038,0.2254,0.0623,0.0109,0.0076
0.0671,0.3389,0.0739,0.4391,0.0052,0.0758,2.0397,0.3556,0.5292,0.0402,0.0732,0.0003,0.0015
0.0465,0.0023,0.1559,0.2003,0.2890,0.3060,8.0841,0.2771,0.0072,0.2720,0.1897,0.1581,0.0959
0.3788,0.0810,0.1428,0.1126,0.1724,0.1124,19.1115,0.7652,0.0836,0.0810,0.0323,0.0280,0.0099
0.2334,0.2210,0.3608,0.0448,0.0933,0.0467,4.8691,0.6638,0.2063,0.1203,0.0048,0.0040,0.0007
0.1570,0.1305,0.0259,0.3429,0.3211,0.0226,5.9311,0.6364,0.2085,0.0184,0.0955,0.0399,0.0013
0.4999,0.1672,0.0782,0.0214,0.2081,0.0252,6.7282,0.8795,0.0961,0.0174,0.0014,0.0053,0.0002
0.2774,0.0449,0.1737,0.0909,0.3610,0.0521,19.2155,0.6700,0.0595,0.1336,0.0378,0.0914,0.0077
0.1491,0.4016,0.0352,0.2773,0.0196,0.1172,2.8022,0.5332,0.4217,0.0130,0.0299,0.0007,0.0015
0.0435,0.2353,0.0504,0.2748,0.0792,0.3168,11.0275,0.1763,0.4974,0.0594,0.1740,0.0283,0.0646
0.0814,0.1115,0.0428,0.6071,0.0800,0.0772,3.7033,0.4765,0.2438,0.0395,0.2231,0.0120,0.0051
0.2269,0.0031,0.2329,0.2548,0.2524,0.0299,3.7464,0.8466,0.0037,0.1000,0.0357,0.0134,0.0006
0.4252,0.0682,0.1903,0.0159,0.1910,0.1094,5.5667,0.9004,0.0460,0.0460,0.0012,0.0053,0.0010
0.3264,0.0884,0.0533,0.2198,0.2307,0.0814,10.9143,0.8073,0.0931,0.0266,0.0460,0.0231,0.0038
0.0911,0.0332,0.0048,0.0568,0.0208,0.7933,3.7059,0.7255,0.1114,0.0071,0.0377,0.0064,0.1119
0.0869,0.2802,0.0227,0.1779,0.1320,0.3003,11.2492,0.3121,0.5013,0.0218,0.0864,0.0351,0.0433
0.1187,0.0481,0.4663,0.1931,0.0133,0.1605,10.1066,0.4290,0.0822,0.3877,0.0803,0.0029,0.0179
0.0488,0.2315,0.5715,0.0604,0.0089,0.0789,19.1761,0.1197,0.3347,0.4945,0.0317,0.0030,0.0164
0.2424,0.0013,0.1835,0.2984,0.2595,0.0149,11.2125,0.7327,0.0018,0.1263,0.0955,0.0425,0.0012
0.0902,0.4507,0.2120,0.0758,0.1120,0.0593,3.3333,0.3444,0.5457,0.0929,0.0101,0.0058,0.0011
0.1693,0.1389,0.0153,0.2858,0.3268,0.0639,15.9738,0.5008,0.2242,0.0145,0.1480,0.1007,0.0117
0.2042,0.2815,0.0661,0.1645,0.0575,0.2262,14.3676,0.5202,0.3509,0.0439,0.0538,0.0101,0.0211
0.1205,0.0799,0.2007,0.4064,0.1199,0.0726,11.2793,0.4297,0.1416,0.1890,0.1977,0.0316,0.0105
0.0747,0.2339,0.0005,0.1988,0.3414,0.1507,9.6225,0.3071,0.4700,0.0005,0.1032,0.0964,0.0228
0.1027,0.0540,0.0998,0.1008,0.3260,0.3167,12.5997,0.4244,0.1246,0.1348,0.0769,0.1514,0.0879
0.0408,0.2345,0.1168,0.1891,0.2175,0.2013,14.4528,0.1408,0.4576,0.1362,0.1261,0.0892,0.0501
0.2073,0.0526,0.1271,0.3622,0.1930,0.0578,8.2618,0.7060,0.0756,0.0846,0.1041,0.0260,0.0037
0.0336,0.0167,0.1059,0.5529,0.1448,0.1461,14.3884,0.1272,0.0388,0.1584,0.5265,0.0890,0.0601
0.0084,0.0631,0.1449,0.4348,0.0421,0.3067,9.4876,0.0436,0.1799,0.2381,0.4126,0.0233,0.1025
0.3586,0.0981,0.0147,0.0174,0.4324,0.0788,13.6013,0.8283,0.1034,0.0078,0.0040,0.0519,0.0046
0.0407,0.1902,0.1899,0.2147,0.3386,0.0259,4.1694,0.2371,0.4341,0.1858,0.0820,0.0590,0.0020
0.0618,0.1038,0.0885,0.0535,0.2335,0.4589,16.3938,0.2261,0.2394,0.1331,0.0516,0.1516,0.1982
0.2062,0.1110,0.0662,0.1706,0.4241,0.0219,9.9634,0.6677,0.1614,0.0476,0.0535,0.0681,0.0017
0.2053,0.5062,0.0632,0.0447,0.0999,0.0807,8.1651,0.4919,0.4665,0.0260,0.0066,0.0067,0.0022
0.2755,0.3764,0.1241,0.0824,0.0145,0.1271,7.5620,0.6285,0.3144,0.0435,0.0102,0.0008,0.0026
0.0813,0.0168,0.1451,0.1054,0.5317,0.1197,5.0678,0.5265,0.0477,0.1934,0.0609,0.1548,0.0167
0.0347,0.0294,0.3346,0.1534,0.2601,0.1878,15.8462,0.1214,0.0636,0.4601,0.1331,0.1506,0.0711
0.0187,0.1100,0.3866,0.0255,0.3503,0.1089,12.5174,0.0732,0.2404,0.4862,0.0180,0.1541,0.0282
0.3217,0.3067,0.0657,0.0905,0.0073,0.2081,11.4063,0.6784,0.2708,0.0273,0.0154,0.0006,0.0075
0.3352,0.2251,0.0486,0.1437,0.2186,0.0288,11.1642,0.7310,0.2046,0.0209,0.0246,0.0178,0.0011
0.0880,0.1181,0.4775,0.0128,0.1830,0.1206,19.7271,0.2311,0.1879,0.4691,0.0077,0.0736,0.0306
0.0168,0.3115,0.3438,0.1729,0.0926,0.0624,7.4586,0.0684,0.5566,0.2873,0.0647,0.0174,0.0056
0.1688,0.3068,0.1682,0.0401,0.1789,0.1372,16.6579,0.4149,0.3942,0.1208,0.0149,0.0388,0.0165
0.1498,0.0276,0.5169,0.1712,0.1144,0.0201,3.8503,0.6511,0.0407,0.2676,0.0316,0.0086,0.0006
0.1894,0.0172,0.0852,0.0687,0.0208,0.6187,18.3782,0.6095,0.0334,0.1032,0.0520,0.0101,0.1919
0.0669,0.2332,0.3337,0.0821,0.2470,0.0371,7.5530,0.2639,0.3990,0.2634,0.0280,0.0426,0.0030
0.3338,0.0658,0.0589,0.2178,0.2535,0.0702,15.5979,0.7805,0.0748,0.0356,0.0634,0.0397,0.0058
0.0076,0.0860,0.0657,0.2333,0.3292,0.2782,6.0471,0.0553,0.3146,0.1285,0.2341,0.1825,0.0850
0.2377,0.1050,0.1762,0.4228,0.0543,0.0040,16.1196,0.5819,0.1313,0.1217,0.1538,0.0109,0.0005
0.3754,0.1884,0.0988,0.2499,0.0868,0.0007,10.5429,0.7676,0.1537,0.0368,0.0362,0.0057,0.0000
0.1002,0.0790,0.3506,0.1823,0.1784,0.1095,10.4507,0.3768,0.1455,0.3301,0.0864,0.0463,0.0150
0.1922,0.2449,0.0355,0.2918,0.1629,0.0727,2.9985,0.6857,0.2612,0.0134,0.0324,0.0063,0.0010
0.0614,0.0537,0.2551,0.0870,0.1572,0.3856,6.8322,0.3459,0.1432,0.3348,0.0561,0.0533,0.0667
0.1435,0.1004,0.6140,0.0857,0.0176,0.0388,11.4333,0.4256,0.1390,0.4019,0.0273,0.0030,0.0032
0.1373,0.0222,0.0526,0.2215,0.2749,0.2915,1.4983,0.8712,0.0402,0.0304,0.0374,0.0154,0.0054
0.0099,0.1537,0.1694,0.1221,0.2352,0.3097,10.8770,0.0456,0.3920,0.2500,0.1016,0.1183,0.0923
0.3157,0.0003,0.3451,0.2523,0.0223,0.0643,11.9915,0.7659,0.0003,0.1709,0.0570,0.0025,0.0034
0.0486,0.4120,0.1164,0.0749,0.1747,0.1734,3.2233,0.2314,0.6625,0.0715,0.0151,0.0142,0.0052
0.0373,0.2391,0.1189,0.3303,0.0871,0.1873,2.3979,0.2484,0.5356,0.1002,0.0976,0.0099,0.0082
0.1027,0.4629,0.1120,0.1620,0.1022,0.0582,16.3491,0.2472,0.5830,0.0806,0.0601,0.0221,0.0071
0.0528,0.0499,0.0693,0.2069,0.5692,0.0519,17.0689,0.1797,0.1101,0.1036,0.1997,0.3828,0.0240
0.8245,0.0009,0.0824,0.0082,0.0080,0.0760,6.3642,0.9883,0.0003,0.0107,0.0003,0.0001,0.0003
0.1872,0.2293,0.0863,0.0711,0.2720,0.1541,14.3216,0.5170,0.3178,0.0648,0.0264,0.0567,0.0173
0.1319,0.0607,0.0836,0.3531,0.0563,0.3144,9.2668,0.5505,0.1215,0.0858,0.1824,0.0151,0.0448
0.3640,0.0880,0.1861,0.1001,0.2173,0.0445,17.2395,0.7505,0.0892,0.0999,0.0259,0.0311,0.0033
0.3313,0.1525,0.0278,0.0481,0.0085,0.4318,1.5577,0.8969,0.0953,0.0047,0.0019,0.0001,0.0011
0.0265,0.0139,0.1092,0.3461,0.3274,0.1769,10.4648,0.1340,0.0403,0.1913,0.3560,0.2082,0.0702
0.3383,0.2369,0.1630,0.0403,0.1653,0.0562,13.8426,0.6855,0.2149,0.0730,0.0077,0.0163,0.0026
0.3172,0.0478,0.1237,0.1062,0.2677,0.1374,17.6339,0.7519,0.0586,0.0839,0.0370,0.0534,0.0152
0.0770,0.0094,0.0090,0.1315,0.5322,0.2409,12.0643,0.3641,0.0264,0.0157,0.1364,0.3553,0.1021
0.3555,0.3595,0.1412,0.1076,0.0197,0.0165,18.8889,0.6024,0.3038,0.0661,0.0242,0.0025,0.0011
0.0216,0.3675,0.1640,0.0242,0.1298,0.2929,19.6093,0.0589,0.6128,0.1745,0.0158,0.0563,0.0816
0.0187,0.2041,0.1926,0.2184,0.1706,0.1956,2.5372,0.1393,0.5413,0.1983,0.0825,0.0265,0.0122
0.1044,0.0076,0.4239,0.0632,0.2970,0.1039,14.6479,0.3517,0.0143,0.4586,0.0388,0.1133,0.0234
0.0284,0.1318,0.0537,0.2139,0.0148,0.5574,6.8931,0.1769,0.4085,0.0874,0.1819,0.0068,0.1385
0.2384,0.3178,0.0198,0.0486,0.3574,0.0180,17.5901,0.5342,0.3678,0.0130,0.0157,0.0674,0.0019
0.2157,0.0708,0.1114,0.5326,0.0152,0.0543,14.2814,0.5958,0.0982,0.0843,0.2119,0.0032,0.0065
0.1666,0.0721,0.2142,0.2489,0.1455,0.1527,17.3408,0.4709,0.1147,0.2012,0.1348,0.0480,0.0305
0.1782,0.2186,0.0189,0.2296,0.2995,0.0552,1.1478,0.7586,0.2164,0.0053,0.0142,0.0053,0.0003
0.3464,0.3965,0.0999,0.0281,0.0696,0.0595,18.2504,0.5987,0.3367,0.0465,0.0061,0.0084,0.0037
0.1903,0.1685,0.2742,0.0216,0.3316,0.0138,10.1807,0.5605,0.2191,0.1687,0.0057,0.0451,0.0009
0.1760,0.0976,0.3376,0.2673,0.0245,0.0970,19.7878,0.4255,0.1357,0.2807,0.1322,0.0075,0.0183
0.3512,0.0358,0.1777,0.0742,0.1714,0.1897,6.1488,0.8896,0.0314,0.0593,0.0085,0.0079,0.0033
0.0004,0.0616,0.0129,0.5579,0.1942,0.1730,15.1775,0.0015,0.1472,0.0209,0.6007,0.1416,0.0882
0.0343,0.1838,0.0204,0.0089,0.6067,0.1459,5.3652,0.2195,0.5300,0.0288,0.0055,0.1934,0.0228
0.4738,0.0076,0.1636,0.0207,0.2768,0.0575,19.9920,0.8647,0.0070,0.0813,0.0050,0.0379,0.0042
0.1417,0.0022,0.0511,0.3969,0.0958,0.3123,11.0733,0.5838,0.0047,0.0602,0.2538,0.0339,0.0635
0.1015,0.3155,0.0209,0.2284,0.2732,0.0605,13.3766,0.3107,0.4934,0.0183,0.1008,0.0683,0.0084
0.2256,0.1070,0.6205,0.0290,0.0029,0.0150,17.0577,0.5001,0.1219,0.3670,0.0091,0.0005,0.0014
0.2355,0.0228,0.2431,0.1911,0.1736,0.1339,5.9752,0.7945,0.0285,0.1220,0.0364,0.0141,0.0044
0.2170,0.2376,0.1963,0.0074,0.0746,0.2671,15.8592,0.5323,0.2942,0.1300,0.0025,0.0141,0.0269
0.0553,0.1296,0.0276,0.6289,0.0721,0.0865,9.6925,0.2393,0.2835,0.0332,0.4021,0.0248,0.0171
0.1155,0.1978,0.2321,0.4037,0.0412,0.0097,7.5095,0.4166,0.2973,0.1594,0.1204,0.0057,0.0006
0.3299,0.2874,0.1626,0.0657,0.0742,0.0802,4.1748,0.7590,0.1959,0.0384,0.0043,0.0018,0.0006
0.5265,0.0352,0.1298,0.1161,0.1637,0.0287,8.3936,0.9303,0.0218,0.0324,0.0096,0.0055,0.0004
0.1185,0.0063,0.0278,0.1023,0.5057,0.2394,17.2586,0.4157,0.0141,0.0413,0.0968,0.3276,0.1046
0.3549,0.1482,0.1996,0.1028,0.1455,0.0490,7.2952,0.7987,0.1187,0.0638,0.0113,0.0067,0.0009
0.0394,0.0488,0.6615,0.1127,0.0333,0.1043,1.4380,0.3378,0.1249,0.5032,0.0281,0.0030,0.0031
0.0360,0.1276,0.2012,0.3004,0.0055,0.3293,18.8457,0.1084,0.2464,0.2575,0.2554,0.0032,0.1292
0.0146,0.1094,0.1942,0.2912,0.3110,0.0796,17.2462,0.0468,0.2227,0.2618,0.2530,0.1839,0.0319
0.0500,0.2458,0.1174,0.3513,0.0114,0.2241,4.6869,0.2565,0.4962,0.1027,0.1269,0.0018,0.0158
0.1877,0.0175,0.0406,0.2474,0.2688,0.2380,4.8398,0.8340,0.0293,0.0283,0.0662,0.0306,0.0115
0.0150,0.1870,0.0534,0.0200,0.7059,0.0187,14.8118,0.0562,0.4273,0.0784,0.0174,0.4135,0.0071
0.0104,0.0019,0.0896,0.5332,0.1568,0.2081,13.8660,0.0419,0.0048,0.1503,0.5852,0.1141,0.1036
0.4626,0.1057,0.2713,0.0218,0.1133,0.0253,5.2245,0.8820,0.0609,0.0534,0.0012,0.0023,0.0002
0.1950,0.1423,0.2263,0.2587,0.1030,0.0747,9.7011,0.5864,0.1858,0.1389,0.0705,0.0137,0.0047
0.1801,0.1358,0.0635,0.1658,0.3075,0.1473,9.2411,0.6233,0.2098,0.0478,0.0553,0.0516,0.0121
