C3,C4,C5,C6,C7,C8,Pressure,Vapor_Fraction,Temperature
0.0717,0.1666,0.198,0.1575,0.018,0.3882,16.0989,0.4029,461.4373492
0.1429,0.0233,0.5755,0.0741,0.1754,0.0088,4.2499,0.5353,364.6472805
0.0904,0.1169,0.3127,0.0736,0.1619,0.2445,5.5486,0.3061,387.568577
0.1605,0.2618,0.0103,0.1959,0.3133,0.0582,1.1504,0.6113,337.4206509
0.3316,0.0572,0.0283,0.0494,0.0808,0.4527,5.7744,0.0328,330.2358263
0.0568,0.1684,0.1728,0.159,0.3012,0.1418,14.579,0.9678,470.0847493
0.4357,0.101,0.1588,0.1126,0.0672,0.1247,14.7771,0.2101,370.8357174
0.2138,0.2592,0.1688,0.1539,0.0478,0.1565,10.0133,0.9956,431.340599
0.2894,0.0552,0.2588,0.2284,0.1495,0.0187,3.0326,0.0598,302.6874953
0.1249,0.0598,0.0668,0.0619,0.5214,0.1652,9.1058,0.4625,444.1433236
0.08,0.0226,0.186,0.349,0.2292,0.1332,15.813,0.617,468.4875269
0.2821,0.034,0.2152,0.2144,0.2111,0.0432,3.4504,0.3501,343.3453153
0.0225,0.0667,0.0258,0.1985,0.182,0.5045,5.2613,0.6305,443.1928229
0.2246,0.2254,0.1713,0.2498,0.0738,0.0551,8.7088,0.4991,383.3930298
0.1353,0.3133,0.1366,0.0279,0.2393,0.1476,6.6921,0.2833,370.8597423
0.0914,0.2842,0.4482,0.0648,0.0658,0.0456,6.2791,0.3617,361.557732
0.1765,0.3824,0.0598,0.0086,0.0118,0.3609,14.1917,0.6863,445.4887056
0.0681,0.1323,0.3541,0.0189,0.4202,0.0064,11.9458,0.8967,444.0012763
0.083,0.3926,0.265,0.0765,0.0357,0.1472,12.302,0.0618,385.0628426
0.2082,0.0284,0.1562,0.1638,0.3477,0.0957,3.8635,0.8707,401.1599461
0.0569,0.5089,0.1159,0.1305,0.0287,0.1591,5.6632,0.1628,349.1280003
0.1134,0.3738,0.1452,0.127,0.0368,0.2038,10.4777,0.4301,399.1673861
0.3988,0.1138,0.0685,0.2117,0.2061,0.0011,1.2736,0.0894,262.4382821
0.2094,0.4487,0.0196,0.048,0.1321,0.1422,18.8754,0.6699,433.6229786
0.5024,0.0764,0.2678,0.1253,0.0166,0.0115,15.9398,0.9434,400.6601724
0.3092,0.002,0.0794,0.4452,0.1114,0.0528,17.2512,0.3951,430.0660486
0.204,0.0486,0.0992,0.1832,0.0714,0.3936,6.5198,0.8574,439.5151164
0.3057,0.0149,0.3094,0.0679,0.1511,0.151,13.8876,0.3754,410.0631213
0.0259,0.1198,0.0772,0.155,0.494,0.1281,12.9717,0.2367,458.6322263
0.1675,0.3499,0.0636,0.0459,0.1951,0.178,14.4096,0.2185,403.2464818
0.3741,0.3648,0.0306,0.004,0.2112,0.0153,12.8518,0.6795,387.7494301
0.1444,0.145,0.2164,0.0927,0.2733,0.1282,1.3933,0.0984,298.7571474
0.0548,0.1039,0.2332,0.3955,0.2069,0.0057,13.718,0.9625,449.7184834
0.1982,0.1797,0.198,0.3198,0.0846,0.0197,5.3318,0.9926,389.7265429
0.0087,0.0947,0.8661,0.0032,0.0044,0.0229,13.9482,0.691,414.5214104
0.2097,0.3543,0.05,0.1508,0.1674,0.0678,3.2609,0.7432,361.8294952
0.3015,0.1652,0.3384,0.0597,0.1279,0.0073,19.5925,0.6384,416.8483952
0.0137,0.0166,0.2965,0.5745,0.0488,0.0499,12.3986,0.4578,440.6168647
0.0436,0.2731,0.0783,0.0696,0.0572,0.4782,17.6144,0.3256,471.0781922
0.0144,0.0406,0.0857,0.7705,0.0086,0.0802,5.58,0.5199,407.168353
0.2065,0.0146,0.2643,0.2082,0.0156,0.2908,6.7764,0.8255,426.1485509
0.0095,0.204,0.2898,0.2428,0.2299,0.024,14.8207,0.4082,439.0399085
0.33,0.073,0.0411,0.0538,0.0833,0.4188,12.8987,0.9214,471.7777027
0.2319,0.1629,0.1303,0.0514,0.3173,0.1062,11.1322,0.3799,407.0123382
0.037,0.1136,0.552,0.0012,0.0035,0.2927,2.3746,0.5908,362.9214337
0.0723,0.0168,0.2407,0.1645,0.1786,0.3271,12.923,0.4424,463.4731003
0.1532,0.0667,0.1959,0.1719,0.1196,0.2927,10.6437,0.323,425.9428671
0.3711,0.0681,0.0428,0.0557,0.3986,0.0637,2.412,0.8125,373.7459147
0.0898,0.249,0.0123,0.3115,0.2402,0.0972,10.0053,0.9165,441.6931554
0.0041,0.3603,0.1587,0.0761,0.0943,0.3065,15.6636,0.1995,437.7508176
0.2868,0.067,0.0113,0.0347,0.4958,0.1044,2.0502,0.9932,385.620628
0.103,0.0422,0.0689,0.3113,0.4395,0.0351,7.8027,0.9755,438.9934298
0.159,0.0365,0.1163,0.5142,0.0996,0.0744,8.2011,0.7752,422.0484227
0.0222,0.0944,0.0039,0.5204,0.0811,0.278,16.9674,0.5458,484.6146917
0.144,0.0353,0.2527,0.315,0.1573,0.0957,10.4942,0.7019,432.5879617
0.0841,0.0302,0.6536,0.1451,0.0346,0.0524,7.0471,0.1174,374.9159098
0.3834,0.151,0.1826,0.0615,0.1717,0.0498,1.1094,0.5195,291.568436
0.0719,0.1344,0.4882,0.0691,0.0377,0.1987,16.0635,0.1816,427.2891423
0.4471,0.086,0.1285,0.0082,0.288,0.0422,3.4936,0.5289,334.7952805
0.033,0.3972,0.0624,0.0887,0.2694,0.1493,6.7325,0.414,395.0154978
0.0567,0.1844,0.225,0.3854,0.0913,0.0572,14.3709,0.1041,421.815628
0.0942,0.2391,0.0903,0.1929,0.224,0.1595,17.1731,0.154,436.9403464
0.3204,0.1925,0.0695,0.0458,0.1535,0.2183,8.1616,0.0282,340.4053539
0.2209,0.3519,0.0292,0.1699,0.086,0.1421,4.0954,0.2488,328.2243738
0.2216,0.0607,0.4796,0.0452,0.1083,0.0846,1.3116,0.7992,334.2919677
0.017,0.2079,0.3051,0.1909,0.194,0.0851,12.8965,0.7782,443.8000383
0.2742,0.1382,0.3493,0.0204,0.1389,0.079,16.9798,0.2879,401.7307933
0.0029,0.0866,0.0624,0.5793,0.0858,0.183,2.9915,0.3331,383.6507536
0.1445,0.0786,0.4046,0.1333,0.1655,0.0735,15.7308,0.9975,452.9937592
0.2822,0.0142,0.0207,0.1642,0.2604,0.2583,6.2713,0.1233,359.7399318
0.1738,0.0391,0.5753,0.0038,0.0643,0.1437,3.3785,0.1879,333.0378476
0.1981,0.1183,0.2074,0.1821,0.1061,0.188,16.3133,0.4284,437.0123068
0.6594,0.1855,0.0095,0.066,0.0148,0.0648,3.1472,0.6494,291.8388534
0.1245,0.1465,0.5448,0.1091,0.0486,0.0265,13.6926,0.2534,400.0217916
0.0194,0.0488,0.354,0.3683,0.0951,0.1144,14.8049,0.4847,452.0019943
0.216,0.1224,0.185,0.0664,0.1515,0.2587,6.9522,0.4424,396.5838516
0.1189,0.1806,0.0299,0.2186,0.4238,0.0282,17.7769,0.6014,464.7369386
0.0992,0.1218,0.0872,0.0056,0.6363,0.0499,3.9764,0.5004,399.6218966
0.0408,0.468,0.0014,0.0002,0.4116,0.078,1.9208,0.4898,344.2452013
0.0554,0.0919,0.2266,0.5428,0.0583,0.025,16.1958,0.3854,444.5565455
0.3604,0.114,0.0207,0.0239,0.0704,0.4106,10.2286,0.0107,352.5018387
0.0029,0.1057,0.0493,0.2426,0.4789,0.1206,9.1923,0.2057,443.3207933
0.4389,0.1349,0.044,0.1428,0.2174,0.022,4.9632,0.801,375.6284443
0.4002,0.1246,0.196,0.1821,0.0691,0.028,9.9309,0.9127,398.992507
0.2503,0.2096,0.2108,0.1352,0.0851,0.109,17.0644,0.875,442.1956947
0.0352,0.3649,0.3866,0.1044,0.0408,0.0681,6.7528,0.2223,364.2561863
0.0801,0.1342,0.2768,0.0399,0.4242,0.0448,15.4869,0.5868,454.2775121
0.0194,0.0994,0.2781,0.2602,0.0321,0.3108,5.6369,0.7796,424.2057364
0.106,0.0389,0.0858,0.1294,0.4638,0.1761,1.2654,0.4164,360.0889667
0.2,0.2368,0.3125,0.068,0.0506,0.1321,1.1746,0.0846,275.3617152
0.2484,0.1074,0.1868,0.4036,0.0512,0.0026,2.4373,0.3894,328.0129728
0.3777,0.0451,0.1302,0.0747,0.3461,0.0262,1.4929,0.0815,270.0336525
0.3007,0.0952,0.1466,0.1198,0.0384,0.2993,12.3008,0.8541,451.0193391
0.009,0.0883,0.0284,0.4104,0.3279,0.136,10.8166,0.052,445.2418729
0.0398,0.0933,0.3989,0.2175,0.1637,0.0868,6.7255,0.1731,390.4600892
0.0703,0.0927,0.0384,0.2167,0.5696,0.0123,3.7289,0.8104,405.4062371
0.0069,0.4388,0.062,0.0576,0.1806,0.2541,12.4473,0.1663,415.8748622
0.2853,0.0574,0.2468,0.3213,0.0418,0.0474,12.9165,0.309,394.3862887
0.3163,0.0422,0.2498,0.1313,0.2089,0.0515,8.208,0.6935,400.9801292
0.0303,0.0782,0.1351,0.3995,0.3022,0.0547,2.8822,0.4489,380.3001952
0.0866,0.054,0.0875,0.1922,0.1782,0.4015,6.3678,0.9188,448.3281169
0.0307,0.0402,0.4947,0.1788,0.0434,0.2122,11.5363,0.7961,446.947651
0.5106,0.0038,0.0112,0.0057,0.338,0.1307,6.0636,0.7051,399.1422411
0.221,0.105,0.3273,0.1786,0.0632,0.1049,12.418,0.8284,427.5783786
0.5055,0.2417,0.0878,0.0211,0.0874,0.0565,8.423,0.1989,323.6210693
0.1332,0.1784,0.2811,0.0905,0.2844,0.0324,5.2911,0.5751,383.1308884
0.3224,0.0292,0.2277,0.3396,0.0264,0.0547,10.9779,0.5601,399.5145151
0.0573,0.0751,0.4615,0.0501,0.0314,0.3246,3.5681,0.2693,367.7854849
0.02,0.0168,0.1642,0.0185,0.6259,0.1546,8.036,0.6038,452.9134215
0.1438,0.4672,0.0329,0.0404,0.093,0.2227,13.4486,0.4021,405.0610673
0.0644,0.4746,0.0667,0.1567,0.0309,0.2067,6.2657,0.6256,389.4860917
0.0065,0.0709,0.5324,0.0446,0.0596,0.286,11.5673,0.9432,459.1286074
0.0347,0.0547,0.3281,0.0392,0.0145,0.5288,18.5122,0.6886,500.4111854
0.2096,0.0522,0.0256,0.0437,0.2493,0.4196,5.1037,0.7293,432.3571806
0.2004,0.1709,0.0838,0.2069,0.0422,0.2958,1.4544,0.8485,369.3647599
0.2127,0.0419,0.0154,0.1761,0.1077,0.4462,3.1845,0.0587,328.472561
0.1897,0.0009,0.2178,0.0962,0.061,0.4344,7.46,0.2906,410.3568838
0.0654,0.0721,0.1242,0.5034,0.1916,0.0433,18.4569,0.9255,473.9644341
0.0811,0.0738,0.0434,0.1496,0.3531,0.299,15.9058,0.9296,495.1421481
0.0936,0.2173,0.1081,0.2635,0.1827,0.1348,9.6022,0.7985,434.8903767
0.1237,0.1893,0.1705,0.1652,0.0659,0.2854,17.3183,0.7335,468.9306176
0.0137,0.3388,0.0619,0.1007,0.0945,0.3904,13.1607,0.3035,444.0387929
0.044,0.2014,0.337,0.0027,0.0181,0.3968,2.7115,0.3397,358.2729304
0.0142,0.5409,0.0809,0.0203,0.0927,0.251,1.8977,0.8551,371.2419154
0.0161,0.0214,0.3438,0.1655,0.0066,0.4466,12.2769,0.6364,471.0331381
0.0495,0.2463,0.1084,0.3669,0.0836,0.1453,1.2074,0.1134,309.1288688
0.1701,0.0593,0.3522,0.1201,0.2856,0.0127,6.7122,0.9135,409.1022436
0.4032,0.2896,0.1601,0.0486,0.089,0.0095,5.0966,0.698,336.6947855
0.1838,0.1739,0.0353,0.3062,0.268,0.0328,9.5687,0.5013,412.9046986
0.0583,0.1567,0.0397,0.4586,0.0527,0.234,19.3861,0.1077,462.1949542
0.0107,0.3923,0.1583,0.1166,0.1575,0.1646,19.053,0.6564,460.0733148
0.1114,0.4659,0.2588,0.0721,0.0422,0.0496,5.2151,0.3265,340.2391016
0.0178,0.0046,0.3706,0.2252,0.0815,0.3003,19.7107,0.1432,479.2608907
0.1143,0.0019,0.3164,0.2458,0.1121,0.2095,2.6358,0.5718,375.2526428
0.0671,0.3389,0.0739,0.4391,0.0052,0.0758,2.0397,0.8196,353.2087803
0.0465,0.0023,0.1559,0.2003,0.289,0.306,8.0841,0.0129,425.8211433
0.3788,0.081,0.1428,0.1126,0.1724,0.1124,19.1115,0.3686,415.6507075
0.2334,0.221,0.3608,0.0448,0.0933,0.0467,4.8691,0.2227,330.6731757
0.157,0.1305,0.0259,0.3429,0.3211,0.0226,5.9311,0.2323,380.0730233
0.4999,0.1672,0.0782,0.0214,0.2081,0.0252,6.7282,0.7281,365.5379629
0.2774,0.0449,0.1737,0.0909,0.361,0.0521,19.2155,0.3832,441.1469814
0.1491,0.4016,0.0352,0.2773,0.0196,0.1172,2.8022,0.9515,373.168189
0.0435,0.2353,0.0504,0.2748,0.0792,0.3168,11.0275,0.6163,451.1598649
0.0814,0.1115,0.0428,0.6071,0.08,0.0772,3.7033,0.9634,394.9784428
0.2269,0.0031,0.2329,0.2548,0.2524,0.0299,3.7464,0.1249,334.6381105
0.4252,0.0682,0.1903,0.0159,0.191,0.1094,5.5667,0.6322,369.9661431
0.3264,0.0884,0.0533,0.2198,0.2307,0.0814,10.9143,0.3267,391.9134026
0.0911,0.0332,0.0048,0.0568,0.0208,0.7933,3.7059,0.9588,442.9175842
0.0869,0.2802,0.0227,0.1779,0.132,0.3003,11.2492,0.3315,427.7532414
0.1187,0.0481,0.4663,0.1931,0.0133,0.1605,10.1066,0.1917,398.9513018
0.0488,0.2315,0.5715,0.0604,0.0089,0.0789,19.1761,0.0636,420.5303029
0.2424,0.0013,0.1835,0.2984,0.2595,0.0149,11.2125,0.4111,415.1150834
0.0902,0.4507,0.212,0.0758,0.112,0.0593,3.3333,0.4658,335.4427534
0.1693,0.1389,0.0153,0.2858,0.3268,0.0639,15.9738,0.8216,463.6001742
0.2042,0.2815,0.0661,0.1645,0.0575,0.2262,14.3676,0.1941,399.9628636
0.1205,0.0799,0.2007,0.4064,0.1199,0.0726,11.2793,0.5132,427.1775355
0.0747,0.2339,0.0005,0.1988,0.3414,0.1507,9.6225,0.9085,450.339231
0.1027,0.054,0.0998,0.1008,0.326,0.3167,12.5997,0.1312,447.0966469
0.0408,0.2345,0.1168,0.1891,0.2175,0.2013,14.4528,0.1935,439.8403391
0.2073,0.0526,0.1271,0.3622,0.193,0.0578,8.2618,0.2033,386.1807404
0.0336,0.0167,0.1059,0.5529,0.1448,0.1461,14.3884,0.1767,460.2044393
0.0084,0.0631,0.1449,0.4348,0.0421,0.3067,9.4876,0.5809,450.3830598
0.3586,0.0981,0.0147,0.0174,0.4324,0.0788,13.6013,0.0842,377.3980676
0.0407,0.1902,0.1899,0.2147,0.3386,0.0259,4.1694,0.1229,364.3492557
0.0618,0.1038,0.0885,0.0535,0.2335,0.4589,16.3938,0.0999,473.2046997
0.2062,0.111,0.0662,0.1706,0.4241,0.0219,9.9634,0.778,434.9775424
0.2053,0.5062,0.0632,0.0447,0.0999,0.0807,8.1651,0.5509,364.3146198
0.2755,0.3764,0.1241,0.0824,0.0145,0.1271,7.562,0.3364,346.3311892
0.0813,0.0168,0.1451,0.1054,0.5317,0.1197,5.0678,0.4241,415.3880231
0.0347,0.0294,0.3346,0.1534,0.2601,0.1878,15.8462,0.9856,480.7716878
0.0187,0.11,0.3866,0.0255,0.3503,0.1089,12.5174,0.3647,440.8117648
0.3217,0.3067,0.0657,0.0905,0.0073,0.2081,11.4063,0.6053,396.1611073
0.3352,0.2251,0.0486,0.1437,0.2186,0.0288,11.1642,0.1407,359.8788117
0.088,0.1181,0.4775,0.0128,0.183,0.1206,19.7271,0.5732,455.2021753
0.0168,0.3115,0.3438,0.1729,0.0926,0.0624,7.4586,0.5254,389.897437
0.1688,0.3068,0.1682,0.0401,0.1789,0.1372,16.6579,0.0593,400.3028166
0.1498,0.0276,0.5169,0.1712,0.1144,0.0201,3.8503,0.8351,371.8840184
0.1894,0.0172,0.0852,0.0687,0.0208,0.6187,18.3782,0.7915,507.9673092
0.0669,0.2332,0.3337,0.0821,0.247,0.0371,7.553,0.0621,373.0963736
0.3338,0.0658,0.0589,0.2178,0.2535,0.0702,15.5979,0.3915,420.2967434
0.0076,0.086,0.0657,0.2333,0.3292,0.2782,6.0471,0.7007,439.6892201
0.2377,0.105,0.1762,0.4228,0.0543,0.004,16.1196,0.5301,422.5440904
0.3754,0.1884,0.0988,0.2499,0.0868,0.0007,10.5429,0.7991,393.934158
0.1002,0.079,0.3506,0.1823,0.1784,0.1095,10.4507,0.6802,430.6226876
0.1922,0.2449,0.0355,0.2918,0.1629,0.0727,2.9985,0.6187,361.2983396
0.0614,0.0537,0.2551,0.087,0.1572,0.3856,6.8322,0.5179,433.4783662
0.1435,0.1004,0.614,0.0857,0.0176,0.0388,11.4333,0.7945,404.9644297
0.1373,0.0222,0.0526,0.2215,0.2749,0.2915,1.4983,0.8834,383.3430231
0.0099,0.1537,0.1694,0.1221,0.2352,0.3097,10.877,0.9426,469.0711246
0.3157,0.0003,0.3451,0.2523,0.0223,0.0643,11.9915,0.5072,399.1580155
0.0486,0.412,0.1164,0.0749,0.1747,0.1734,3.2233,0.8479,387.084299
0.0373,0.2391,0.1189,0.3303,0.0871,0.1873,2.3979,0.2384,347.0480344
0.1027,0.4629,0.112,0.162,0.1022,0.0582,16.3491,0.5526,417.5048083
0.0528,0.0499,0.0693,0.2069,0.5692,0.0519,17.0689,0.2823,478.6057972
0.8245,0.0009,0.0824,0.0082,0.008,0.076,6.3642,0.8358,330.4277925
0.1872,0.2293,0.0863,0.0711,0.272,0.1541,14.3216,0.7805,452.6701397
0.1319,0.0607,0.0836,0.3531,0.0563,0.3144,9.2668,0.3593,429.8842953
0.364,0.088,0.1861,0.1001,0.2173,0.0445,17.2395,0.4215,410.2872613
0.3313,0.1525,0.0278,0.0481,0.0085,0.4318,1.5577,0.7084,368.9543865
0.0265,0.0139,0.1092,0.3461,0.3274,0.1769,10.4648,0.5359,458.9275373
0.3383,0.2369,0.163,0.0403,0.1653,0.0562,13.8426,0.1501,368.155735
0.3172,0.0478,0.1237,0.1062,0.2677,0.1374,17.6339,0.2242,418.3893219
0.077,0.0094,0.009,0.1315,0.5322,0.2409,12.0643,0.4916,477.6276394
0.3555,0.3595,0.1412,0.1076,0.0197,0.0165,18.8889,0.9991,410.7659341
0.0216,0.3675,0.164,0.0242,0.1298,0.2929,19.6093,0.1688,447.7439063
0.0187,0.2041,0.1926,0.2184,0.1706,0.1956,2.5372,0.133,348.346825
0.1044,0.0076,0.4239,0.0632,0.297,0.1039,14.6479,0.3494,442.8328725
0.0284,0.1318,0.0537,0.2139,0.0148,0.5574,6.8931,0.3848,440.641917
0.2384,0.3178,0.0198,0.0486,0.3574,0.018,17.5901,0.1183,398.8951617
0.2157,0.0708,0.1114,0.5326,0.0152,0.0543,14.2814,0.9671,442.3985779
0.1666,0.0721,0.2142,0.2489,0.1455,0.1527,17.3408,0.5092,452.9005433
0.1782,0.2186,0.0189,0.2296,0.2995,0.0552,1.1478,0.3601,314.9655607
0.3464,0.3965,0.0999,0.0281,0.0696,0.0595,18.2504,0.3309,380.1923435
0.1903,0.1685,0.2742,0.0216,0.3316,0.0138,10.1807,0.8192,421.3565765
0.176,0.0976,0.3376,0.2673,0.0245,0.097,19.7878,0.045,419.9200149
0.3512,0.0358,0.1777,0.0742,0.1714,0.1897,6.1488,0.5776,389.964311
0.0004,0.0616,0.0129,0.5579,0.1942,0.173,15.1775,0.9476,483.4343732
0.0343,0.1838,0.0204,0.0089,0.6067,0.1459,5.3652,0.4906,422.6179476
0.4738,0.0076,0.1636,0.0207,0.2768,0.0575,19.992,0.9817,456.171391
0.1417,0.0022,0.0511,0.3969,0.0958,0.3123,11.0733,0.7333,462.1871366
0.1015,0.3155,0.0209,0.2284,0.2732,0.0605,13.3766,0.0226,401.4976299
0.2256,0.107,0.6205,0.029,0.0029,0.015,17.0577,0.5079,402.5171776
0.2355,0.0228,0.2431,0.1911,0.1736,0.1339,5.9752,0.7401,405.7664536
0.217,0.2376,0.1963,0.0074,0.0746,0.2671,15.8592,0.597,438.3500485
0.0553,0.1296,0.0276,0.6289,0.0721,0.0865,9.6925,0.6613,432.9830711
0.1155,0.1978,0.2321,0.4037,0.0412,0.0097,7.5095,0.3591,381.9013646
0.3299,0.2874,0.1626,0.0657,0.0742,0.0802,4.1748,0.7095,347.6966751
0.5265,0.0352,0.1298,0.1161,0.1637,0.0287,8.3936,0.517,357.5495628
0.1185,0.0063,0.0278,0.1023,0.5057,0.2394,17.2586,0.3544,489.1937531
0.3549,0.1482,0.1996,0.1028,0.1455,0.049,7.2952,0.4973,362.7891388
0.0394,0.0488,0.6615,0.1127,0.0333,0.1043,1.438,0.8153,342.4934548
0.036,0.1276,0.2012,0.3004,0.0055,0.3293,18.8457,0.2622,470.1858653
0.0146,0.1094,0.1942,0.2912,0.311,0.0796,17.2462,0.0563,459.0459294
0.05,0.2458,0.1174,0.3513,0.0114,0.2241,4.6869,0.0666,360.5356365
0.1877,0.0175,0.0406,0.2474,0.2688,0.238,4.8398,0.2717,390.9553529
0.015,0.187,0.0534,0.02,0.7059,0.0187,14.8118,0.9207,478.8612074
0.0104,0.0019,0.0896,0.5332,0.1568,0.2081,13.866,0.7793,477.5043997
0.4626,0.1057,0.2713,0.0218,0.1133,0.0253,5.2245,0.9413,370.6363702
0.195,0.1423,0.2263,0.2587,0.103,0.0747,9.7011,0.1619,378.9031428
0.1801,0.1358,0.0635,0.1658,0.3075,0.1473,9.2411,0.58,429.0392113
0.0672,0.0276,0.2787,0.0506,0.4455,0.1304,19.4368,0.3613,479.7162879
0.2652,0.1463,0.355,0.0449,0.1205,0.0681,15.052,0.706,418.6952018
0.0265,0.1324,0.0014,0.126,0.1069,0.6068,14.281,0.0251,473.1457336
0.1295,0.0739,0.067,0.2462,0.0224,0.461,8.4903,0.9581,461.4729976
0.2884,0.2526,0.0741,0.1061,0.1282,0.1506,10.2741,0.1667,363.0357364
0.0668,0.0317,0.0789,0.4634,0.319,0.0402,15.1099,0.3733,462.0919648
0.2383,0.013,0.0099,0.3379,0.2553,0.1456,1.3006,0.1846,308.453872
0.597,0.1363,0.0609,0.0168,0.0516,0.1374,18.1426,0.7178,402.2073285
0.2357,0.3148,0.0341,0.0953,0.2473,0.0728,18.483,0.4542,425.5596046
0.3373,0.0449,0.2199,0.0229,0.1087,0.2663,17.1498,0.0271,390.0421666
0.0431,0.1137,0.0953,0.1577,0.3777,0.2125,11.3474,0.6739,463.9140699
0.0192,0.7028,0.0142,0.0608,0.037,0.166,18.8294,0.0868,406.9494036
0.0265,0.1508,0.0984,0.0037,0.3885,0.3321,9.1231,0.8791,465.5262983
0.1021,0.132,0.074,0.2207,0.0381,0.4331,2.985,0.6551,401.3484794
0.0403,0.0508,0.1095,0.1671,0.2089,0.4234,1.981,0.2257,376.3028701
0.1486,0.1066,0.3845,0.1888,0.0376,0.1339,6.3412,0.5623,387.4068162
0.051,0.0467,0.4149,0.0757,0.2725,0.1392,2.6003,0.3745,364.6751221
0.1636,0.0042,0.1219,0.4715,0.0121,0.2267,18.0077,0.1595,449.055366
0.0614,0.1053,0.048,0.4814,0.2812,0.0227,17.6995,0.1059,456.2395417
0.075,0.3771,0.11,0.1187,0.1191,0.2001,8.0278,0.1582,376.8663151
0.3591,0.2531,0.1206,0.2394,0.0135,0.0143,18.7336,0.687,406.3042681
0.091,0.1412,0.1103,0.1553,0.2744,0.2278,2.6125,0.6326,386.9626883
0.5644,0.1213,0.0455,0.0763,0.1659,0.0266,3.475,0.0473,281.9222425
0.2011,0.2929,0.0028,0.1795,0.2503,0.0734,17.5938,0.2208,416.458529
0.5753,0.032,0.0432,0.1742,0.1213,0.054,9.9065,0.4156,350.8825285
0.1158,0.275,0.0397,0.1884,0.2278,0.1533,10.7813,0.2095,404.3757922
0.2058,0.0935,0.0006,0.6629,0.0092,0.028,18.6939,0.5251,444.8636432
0.1,0.0067,0.1669,0.3834,0.2825,0.0605,12.4206,0.0351,426.5033212
0.1148,0.0808,0.181,0.311,0.2706,0.0418,17.3295,0.1215,440.5709616
0.016,0.0397,0.3979,0.1674,0.3581,0.0209,11.9809,0.3575,439.3801663
0.0508,0.1211,0.5518,0.0171,0.1739,0.0853,15.5365,0.2164,427.1948068
0.2026,0.0402,0.026,0.3774,0.2021,0.1517,12.3263,0.9123,458.5944048
0.0479,0.7744,0.0258,0.0498,0.0225,0.0796,10.0232,0.7632,381.1774331
0.1775,0.0324,0.0148,0.0318,0.6041,0.1394,12.8409,0.8232,474.1232551
0.0122,0.0678,0.056,0.0031,0.5413,0.3196,5.7148,0.1556,432.6583998
0.0085,0.1395,0.2251,0.1073,0.0334,0.4862,15.5753,0.9035,493.8343457
0.0684,0.0407,0.1695,0.3777,0.0718,0.2719,9.4699,0.3024,433.1213429
0.0978,0.0241,0.1261,0.5788,0.0914,0.0818,12.0078,0.669,444.4748528
0.2414,0.0126,0.0389,0.1158,0.1552,0.4361,9.1175,0.56,449.0508654
0.1579,0.5108,0.0193,0.0917,0.0178,0.2025,3.4238,0.6555,352.2636204
0.2649,0.0278,0.1223,0.0531,0.4757,0.0562,7.9548,0.2883,392.3597632
0.1972,0.1369,0.2184,0.1556,0.0851,0.2068,3.6086,0.3374,350.4108405
0.04,0.5895,0.1103,0.0663,0.1852,0.0087,8.5151,0.2262,366.3089666
0.1911,0.5864,0.0622,0.0178,0.1142,0.0283,17.6928,0.4509,391.4655281
0.1867,0.4578,0.1871,0.0767,0.0538,0.0379,11.1893,0.8996,397.2601413
0.0243,0.3439,0.0383,0.2272,0.3513,0.015,5.9883,0.6156,401.8795436
0.1307,0.1455,0.1116,0.0914,0.0645,0.4563,9.797,0.3307,430.8511539
0.3079,0.0361,0.1809,0.2238,0.1808,0.0705,6.2407,0.9299,407.5712526
0.3106,0.1295,0.229,0.2039,0.0482,0.0788,8.1572,0.821,397.5391738
0.1788,0.37,0.1696,0.0005,0.2279,0.0532,16.7524,0.6722,426.0737037
0.1467,0.1031,0.2221,0.256,0.0279,0.2442,4.6837,0.0381,345.3771635
0.1433,0.0487,0.2785,0.0485,0.4289,0.0521,1.9401,0.8997,374.0468747
0.0001,0.0415,0.4662,0.0935,0.2027,0.196,8.5004,0.0022,414.3169293
0.174,0.0142,0.4165,0.203,0.0032,0.1891,12.6166,0.659,433.5068302
0.0206,0.0171,0.1551,0.4897,0.0612,0.2563,10.9208,0.1627,446.4906756
0.0538,0.1418,0.0433,0.3521,0.1089,0.3001,15.475,0.546,473.4876441
0.2727,0.2435,0.003,0.0131,0.068,0.3997,13.3181,0.5181,435.8169896
0.1341,0.1116,0.5058,0.0844,0.0727,0.0914,13.7869,0.927,435.8989965
0.0203,0.0264,0.0132,0.7325,0.0587,0.1489,19.3729,0.0946,481.5547142
0.0243,0.303,0.1398,0.0139,0.338,0.181,15.0462,0.6023,460.0712587
0.0101,0.218,0.1408,0.3824,0.1067,0.142,2.7842,0.9079,386.9777056
0.3047,0.5555,0.0345,0.0614,0.0242,0.0197,7.8824,0.5934,340.3758328
0.0002,0.0146,0.107,0.2198,0.6322,0.0262,19.5802,0.0136,495.8581251
0.3118,0.2028,0.085,0.2558,0.1081,0.0365,5.8461,0.5631,364.1130693
0.0896,0.151,0.2052,0.139,0.1052,0.31,1.3256,0.2949,331.1289388
0.3638,0.1392,0.1303,0.0548,0.0027,0.3092,8.0827,0.057,337.2040935
0.3973,0.3111,0.0995,0.099,0.0813,0.0118,8.6431,0.3658,340.6243084
0.0228,0.1499,0.2553,0.0192,0.498,0.0548,13.2037,0.5187,452.8622691
0.0044,0.0269,0.2752,0.3933,0.0843,0.2159,15.4115,0.2805,464.759162
