C3,C4,C5,C6,C7,C8,Pressure,LH
0.1623,0.4420,0.0029,0.0370,0.0223,0.3335,16.9168,33.2239
0.0020,0.3686,0.1903,0.0949,0.3433,0.0009,7.3343,29.7521
0.0169,0.0778,0.2514,0.1612,0.1171,0.3756,7.1497,34.2951
0.2610,0.0978,0.4003,0.1139,0.0679,0.0591,15.7409,26.2730
0.2139,0.1502,0.2026,0.1441,0.1424,0.1468,7.6327,35.7742
0.3691,0.0684,0.0847,0.2224,0.0028,0.2526,9.5003,38.0868
0.0619,0.2972,0.3473,0.0322,0.0431,0.2183,16.6672,27.4790
0.0358,0.3566,0.1485,0.1952,0.0942,0.1697,6.7413,33.3589
0.1112,0.0347,0.3131,0.1319,0.2443,0.1648,9.4632,33.4338
0.6813,0.0989,0.0325,0.0210,0.0300,0.1363,10.3857,30.2992
0.1840,0.2396,0.0934,0.0595,0.2990,0.1245,18.0807,29.9738
0.2601,0.1012,0.1779,0.0638,0.1360,0.2610,11.7226,37.3595
0.2951,0.2043,0.0262,0.0567,0.0150,0.4027,6.0909,43.3927
0.0580,0.0683,0.0126,0.1906,0.2421,0.4284,4.7782,39.9857
0.2421,0.2777,0.0618,0.1140,0.1900,0.1144,10.4715,33.7306
0.1839,0.0645,0.3886,0.1534,0.0552,0.1544,15.1266,29.0429
0.1651,0.2174,0.0625,0.1287,0.2240,0.2023,3.0753,41.3951
0.2157,0.1104,0.1598,0.0520,0.1680,0.2941,9.7474,39.3203
0.0723,0.1941,0.1264,0.2494,0.1632,0.1946,1.9967,39.8483
0.0131,0.0112,0.0430,0.4556,0.4335,0.0436,2.4657,32.2608
0.0326,0.0163,0.0980,0.4189,0.2478,0.1864,19.3959,19.8896
0.2218,0.1507,0.1223,0.2006,0.1018,0.2028,4.4772,39.5436
0.3605,0.3328,0.0179,0.0995,0.0193,0.1700,17.0007,29.4816
0.0410,0.0317,0.1794,0.3226,0.3016,0.1237,1.3751,38.1888
0.0255,0.2727,0.3862,0.1302,0.1848,0.0006,10.2543,25.5638
0.0472,0.0649,0.3012,0.2001,0.2177,0.1689,8.4204,31.6452
0.0140,0.0517,0.0781,0.7122,0.1205,0.0235,15.4590,20.2108
0.0265,0.2760,0.2336,0.3533,0.0531,0.0575,9.0550,27.3590
0.0214,0.4290,0.0046,0.0158,0.3012,0.2280,9.8087,34.9252
0.1645,0.0005,0.0418,0.5657,0.1710,0.0565,2.1526,39.1378
0.0181,0.2324,0.0025,0.4851,0.0366,0.2253,9.1791,31.2353
0.1130,0.2576,0.1936,0.0769,0.3314,0.0275,2.1961,36.6363
0.0379,0.0761,0.2199,0.0023,0.1006,0.5632,15.7347,29.4976
0.1495,0.3729,0.0050,0.1668,0.0687,0.2371,16.2431,31.4383
0.0395,0.2371,0.1992,0.0610,0.4562,0.0070,2.4185,36.0155
0.1238,0.5964,0.0903,0.1222,0.0109,0.0564,11.3248,25.0314
0.0276,0.1013,0.3155,0.0388,0.0995,0.4173,14.7154,29.6630
0.1508,0.2894,0.2345,0.0125,0.1172,0.1956,18.6529,28.4873
0.2440,0.3149,0.2276,0.0666,0.1035,0.0434,7.9896,29.4126
0.0106,0.1075,0.3170,0.2324,0.2942,0.0383,8.9213,27.6598
0.2176,0.2244,0.0134,0.4339,0.0591,0.0516,3.6735,34.7620
0.0164,0.3463,0.0140,0.1151,0.2020,0.3062,2.2654,41.3034
0.4424,0.0916,0.2172,0.1472,0.0823,0.0193,14.6026,26.4467
0.0821,0.1772,0.0249,0.1857,0.1071,0.4230,1.0854,46.4849
0.1765,0.1208,0.0969,0.0438,0.1716,0.3904,7.7535,42.6082
0.0751,0.0251,0.1127,0.0421,0.3452,0.3998,14.6677,29.6589
0.0453,0.1046,0.1285,0.0106,0.7095,0.0015,10.2331,30.0412
0.4795,0.2543,0.0509,0.0154,0.1494,0.0505,15.8056,27.1207
0.1272,0.5558,0.0162,0.0449,0.0788,0.1771,12.3464,30.9022
0.0339,0.0953,0.2868,0.3033,0.1957,0.0850,18.0299,22.0432
0.2488,0.1582,0.0411,0.0963,0.1221,0.3335,2.9700,44.7887
0.5024,0.0247,0.2020,0.1578,0.1059,0.0072,4.7982,31.1589
0.1142,0.5726,0.2290,0.0353,0.0386,0.0103,2.0599,27.6236
0.0452,0.1217,0.3010,0.0842,0.2336,0.2143,9.2491,32.6832
0.1401,0.0123,0.2716,0.0069,0.4869,0.0822,9.5223,34.5079
0.0049,0.1598,0.0533,0.0484,0.5662,0.1674,1.5749,39.7360
0.0648,0.2640,0.0114,0.0223,0.3139,0.3236,12.1448,35.4093
0.3864,0.0588,0.2003,0.0379,0.2562,0.0604,3.5820,37.1661
0.0516,0.2652,0.1510,0.2179,0.1141,0.2002,16.6070,27.4828
0.0142,0.3322,0.0858,0.3243,0.1807,0.0628,4.4341,32.6781
0.1260,0.0889,0.4695,0.1992,0.0296,0.0868,8.9382,29.2539
0.2433,0.3926,0.0691,0.0643,0.0425,0.1882,19.0874,28.4845
0.1575,0.1777,0.0194,0.0438,0.5741,0.0275,18.7918,28.5936
0.0911,0.1116,0.2286,0.0431,0.1895,0.3361,12.7342,33.9065
0.0587,0.1628,0.4247,0.2845,0.0094,0.0599,11.8274,24.9672
0.0596,0.0063,0.3635,0.0322,0.5320,0.0064,9.5953,29.2360
0.0167,0.0205,0.0648,0.3801,0.3782,0.1397,13.9845,23.1833
0.3308,0.0343,0.3492,0.0004,0.1022,0.1831,14.7534,32.7502
0.2861,0.0759,0.0219,0.3353,0.0142,0.2666,8.9555,39.0720
0.1278,0.0102,0.2967,0.2998,0.2634,0.0021,4.4863,33.9138
0.1070,0.0152,0.2818,0.1761,0.2905,0.1294,1.7861,40.2862
0.0650,0.6434,0.0209,0.2322,0.0295,0.0090,3.9624,27.5413
0.0392,0.1393,0.0079,0.6219,0.0235,0.1682,19.4812,21.3991
0.0344,0.4779,0.2219,0.1519,0.0830,0.0309,17.0431,21.7674
0.0000,0.0736,0.1855,0.4809,0.1425,0.1175,5.1161,30.1632
0.1420,0.3000,0.1812,0.1286,0.1049,0.1433,3.4638,36.4240
0.0633,0.0639,0.0144,0.3751,0.2928,0.1905,13.9796,27.4770
0.0493,0.1130,0.1305,0.2435,0.1925,0.2712,16.6443,26.7844
0.0489,0.1148,0.3161,0.0109,0.2923,0.2170,1.8636,40.2055
0.1024,0.6537,0.0011,0.1725,0.0457,0.0246,2.1667,29.7902
0.0742,0.2928,0.3723,0.1292,0.1078,0.0237,14.5267,23.6109
0.1435,0.0462,0.1761,0.5162,0.0669,0.0511,6.2583,32.4116
0.2952,0.0057,0.0032,0.4294,0.0775,0.1890,4.6037,41.1627
0.6381,0.0280,0.0492,0.2010,0.0776,0.0061,3.4894,30.1892
0.3317,0.0275,0.2180,0.1968,0.2068,0.0192,11.7106,31.3959
0.4390,0.1200,0.2983,0.0579,0.0585,0.0263,11.2213,26.4966
0.0038,0.5811,0.0892,0.1064,0.0040,0.2155,10.8280,30.3906
0.0722,0.1336,0.0158,0.2300,0.0833,0.4651,15.3474,31.2972
0.1826,0.5233,0.0369,0.2143,0.0084,0.0345,15.1621,23.2503
0.2533,0.0015,0.3512,0.0383,0.2119,0.1438,14.7329,32.2614
0.2349,0.0525,0.0745,0.2275,0.1260,0.2846,18.8515,32.2834
0.0678,0.1121,0.0364,0.1618,0.2032,0.4187,10.5884,35.1818
0.1853,0.1850,0.2364,0.0758,0.2636,0.0539,12.3060,30.7052
0.0619,0.2507,0.0774,0.1674,0.1266,0.3160,11.5415,34.2182
0.2037,0.3219,0.0059,0.1632,0.2904,0.0149,3.0639,36.0024
0.0392,0.1218,0.2146,0.0019,0.2349,0.3876,1.0106,44.5206
0.0051,0.3249,0.1514,0.2376,0.1730,0.1080,8.5996,30.2980
0.0379,0.1467,0.4050,0.0205,0.0958,0.2941,6.9124,35.1269
0.1782,0.5889,0.0833,0.0671,0.0782,0.0043,6.2146,26.0470
0.4130,0.0360,0.0888,0.0445,0.4142,0.0035,11.9745,34.4658
0.2364,0.1254,0.1849,0.1784,0.1786,0.0963,2.9607,38.1041
0.2395,0.0053,0.1886,0.0128,0.2572,0.2966,9.0112,41.3780
0.1113,0.4659,0.1742,0.0775,0.0384,0.1327,14.5500,27.2320
0.3881,0.3522,0.0269,0.0304,0.0500,0.1524,12.0852,30.9622
0.2153,0.3744,0.1898,0.0529,0.0094,0.1582,4.5067,33.9965
0.0101,0.3017,0.0231,0.0085,0.0994,0.5572,10.4436,37.3222
0.0949,0.0731,0.4422,0.1125,0.0055,0.2718,10.1880,32.7962
0.4419,0.0916,0.1686,0.0703,0.0352,0.1924,2.5942,38.0564
0.1343,0.1136,0.1880,0.0217,0.2193,0.3231,4.1184,42.9765
0.2496,0.2144,0.0186,0.0808,0.3113,0.1253,18.4576,31.4067
0.1659,0.0643,0.1337,0.4293,0.0127,0.1941,17.6865,27.8567
0.0220,0.3563,0.1931,0.1385,0.1573,0.1328,13.8289,27.7782
0.0570,0.4850,0.0510,0.0317,0.2595,0.1158,19.4499,26.1782
0.3267,0.0524,0.3318,0.1956,0.0810,0.0125,5.7512,31.0875
0.2671,0.1216,0.0897,0.0401,0.0637,0.4178,10.5036,42.0287
0.1227,0.0933,0.5095,0.0667,0.1750,0.0328,14.5962,25.2479
0.0159,0.0249,0.3553,0.0200,0.1181,0.4658,3.4329,38.6489
0.2372,0.2241,0.0459,0.3580,0.0366,0.0982,19.6034,26.2096
0.0797,0.0180,0.2865,0.1476,0.1182,0.3500,8.3157,35.7153
0.1587,0.4062,0.0872,0.0431,0.0170,0.2878,4.8945,38.3896
0.1665,0.3058,0.0471,0.0321,0.1568,0.2917,6.1994,40.4656
0.0704,0.2314,0.0377,0.0528,0.0382,0.5695,16.4756,33.7695
0.2833,0.0282,0.1403,0.2861,0.1813,0.0808,16.8845,30.0434
0.2102,0.0341,0.5265,0.0741,0.0501,0.1050,8.2208,31.5550
0.1334,0.1706,0.1632,0.1297,0.2857,0.1174,2.5026,39.6127
0.1045,0.1362,0.0668,0.2073,0.0684,0.4168,6.2399,41.1838
0.0150,0.1210,0.0514,0.5458,0.0457,0.2211,9.8346,28.8909
0.0514,0.3787,0.0752,0.0020,0.3951,0.0976,8.7968,33.7463
0.2606,0.2283,0.2856,0.0830,0.0139,0.1286,2.2216,35.2780
0.3561,0.2429,0.1510,0.1082,0.0312,0.1106,5.5168,32.9639
0.0984,0.3084,0.0004,0.2688,0.2410,0.0830,4.8127,35.9557
0.0565,0.0382,0.0317,0.3462,0.1686,0.3588,3.8988,38.9408
0.0116,0.2892,0.1311,0.0722,0.4468,0.0491,5.4538,33.8178
0.2122,0.0553,0.0358,0.6031,0.0585,0.0351,7.2760,32.8928
0.0686,0.2329,0.1188,0.2535,0.2762,0.0500,7.5580,32.2201
0.6225,0.1275,0.0376,0.0470,0.1344,0.0310,19.9569,24.5548
0.1510,0.0651,0.1646,0.3567,0.2567,0.0059,12.5470,28.8269
0.1314,0.1005,0.0328,0.2475,0.2066,0.2812,16.5100,30.9286
0.2335,0.1344,0.0074,0.1722,0.2692,0.1833,2.0229,43.5460
0.3773,0.0064,0.2754,0.0997,0.0657,0.1755,18.6690,30.7054
0.2302,0.0607,0.1691,0.0959,0.2030,0.2411,13.6993,35.7695
0.0798,0.3738,0.3484,0.1383,0.0434,0.0163,13.4741,22.6463
0.1546,0.1871,0.4240,0.0444,0.1621,0.0278,15.7176,24.8690
0.2561,0.0878,0.0010,0.4237,0.0762,0.1552,15.3159,32.0144
0.4199,0.1466,0.1339,0.1833,0.0459,0.0704,11.0924,29.9029
0.2557,0.0441,0.0420,0.1299,0.4521,0.0762,10.6629,37.2969
0.0962,0.4533,0.3141,0.0858,0.0312,0.0194,12.4844,22.6310
0.3881,0.2175,0.0458,0.1559,0.0014,0.1913,15.6202,31.6049
0.2078,0.3167,0.1915,0.0390,0.1392,0.1058,3.4201,35.3136
0.1523,0.0580,0.1901,0.1999,0.3129,0.0868,19.6409,25.8618
0.3789,0.1124,0.1081,0.1720,0.0033,0.2253,4.3925,38.9219
0.2395,0.0177,0.1841,0.1147,0.4144,0.0296,17.6802,29.5030
0.0299,0.2268,0.1182,0.0212,0.2336,0.3703,14.7096,31.3583
0.1996,0.2204,0.1916,0.2201,0.1610,0.0073,15.3320,26.1894
0.5315,0.0021,0.1596,0.1933,0.1002,0.0133,12.2911,28.5301
0.0549,0.0021,0.4887,0.3216,0.0651,0.0676,19.5354,19.4611
0.3735,0.0123,0.0846,0.1703,0.2861,0.0732,17.3758,32.2565
0.1655,0.0978,0.0219,0.1288,0.0268,0.5592,1.3847,50.5081
0.0262,0.4850,0.0604,0.1264,0.0236,0.2784,5.4342,36.4059
0.0197,0.1562,0.1914,0.2053,0.1534,0.2740,7.7689,33.6174
0.6289,0.0616,0.0216,0.1580,0.1258,0.0041,19.7305,24.5944
0.1174,0.3701,0.0450,0.1728,0.2877,0.0070,7.5877,31.8680
0.0821,0.1677,0.3289,0.0265,0.2264,0.1684,17.2962,27.3484
0.1967,0.2475,0.2725,0.2423,0.0236,0.0174,4.0492,30.0514
0.0204,0.4187,0.0009,0.0518,0.1115,0.3967,10.5399,36.4792
0.4833,0.2661,0.0478,0.1348,0.0630,0.0050,4.2364,28.1817
0.0462,0.2747,0.0717,0.0644,0.5314,0.0116,1.2877,38.9618
0.0838,0.0633,0.1331,0.1721,0.2659,0.2818,12.6406,31.8984
0.0554,0.3048,0.0103,0.5146,0.1024,0.0125,11.9869,26.1425
0.3235,0.3614,0.2213,0.0107,0.0370,0.0461,13.2901,24.3923
0.0252,0.0203,0.3461,0.1909,0.1502,0.2673,19.1549,22.1605
0.2306,0.0269,0.2358,0.2259,0.0516,0.2292,5.7213,39.2001
0.1430,0.3440,0.0827,0.2748,0.0070,0.1485,13.7429,29.2784
0.3549,0.2230,0.0152,0.1099,0.2641,0.0329,6.8118,34.4608
0.2435,0.2769,0.0388,0.1279,0.0773,0.2356,11.2305,35.7962
0.0719,0.0337,0.2918,0.3244,0.0734,0.2048,5.2816,34.8906
0.1228,0.1887,0.0710,0.2840,0.0036,0.3299,6.4806,39.1501
0.1183,0.0724,0.1860,0.0822,0.4201,0.1210,9.5453,34.5560
0.3583,0.1108,0.0853,0.2108,0.0116,0.2232,12.6387,35.2047
0.0982,0.0071,0.2111,0.0861,0.0165,0.5810,3.1683,45.8814
0.0093,0.0441,0.0546,0.5272,0.0179,0.3469,11.6498,26.8142
0.0391,0.1766,0.0100,0.1600,0.1940,0.4203,16.5678,28.6897
0.0493,0.1723,0.3862,0.2401,0.0633,0.0888,11.5549,26.6480
0.0034,0.4974,0.0104,0.2149,0.1957,0.0782,17.6854,24.6131
0.2191,0.0464,0.3042,0.0554,0.2295,0.1454,17.2370,30.2458
0.1089,0.0755,0.0165,0.5302,0.2329,0.0360,1.3501,38.9939
0.5303,0.1606,0.1656,0.0103,0.1144,0.0188,11.6054,26.3036
0.0395,0.2342,0.1728,0.3752,0.0568,0.1215,14.4467,25.9671
0.2384,0.0584,0.0250,0.2123,0.3626,0.1033,3.1810,42.2756
0.2076,0.0864,0.2699,0.1053,0.1058,0.2250,7.3409,37.7893
0.1565,0.0920,0.3403,0.1861,0.0323,0.1928,6.9051,35.2057
0.0155,0.5254,0.3513,0.0325,0.0117,0.0636,17.7134,20.2968
0.0227,0.7758,0.0293,0.0843,0.0035,0.0844,8.8343,26.1834
0.0916,0.0785,0.3138,0.0760,0.2354,0.2047,14.4063,29.9057
0.1632,0.1418,0.2213,0.2085,0.1532,0.1120,4.5890,36.4170
0.0947,0.0475,0.4101,0.3271,0.0165,0.1041,11.4458,27.4234
0.0225,0.2981,0.1183,0.2809,0.0219,0.2583,16.6218,27.2319
0.0297,0.0319,0.0335,0.5202,0.0061,0.3786,17.3165,22.8670
0.2940,0.0354,0.0168,0.0003,0.6202,0.0333,17.5568,33.6451
0.0765,0.1572,0.2914,0.0378,0.0311,0.4060,3.9558,41.3038
0.0381,0.0276,0.3131,0.1378,0.1938,0.2896,17.9898,24.2943
0.0364,0.0385,0.0122,0.0487,0.6886,0.1756,4.5011,35.2545
0.0036,0.1109,0.0072,0.4751,0.1851,0.2181,7.8723,30.0181
0.3965,0.0327,0.3219,0.1463,0.0237,0.0789,4.4717,33.3330
0.0246,0.4260,0.2681,0.0825,0.0543,0.1445,8.5727,30.0706
0.0919,0.5384,0.2413,0.0152,0.0485,0.0647,17.4758,22.0914
0.0040,0.3435,0.0206,0.4007,0.1311,0.1001,4.5404,33.0437
0.0057,0.1505,0.1904,0.2051,0.3571,0.0912,14.9112,24.8189
0.3511,0.0182,0.3968,0.1269,0.0154,0.0916,5.2424,33.3189
0.0738,0.1749,0.3551,0.2126,0.1616,0.0220,8.2443,28.6232
0.0625,0.2934,0.4452,0.1890,0.0065,0.0034,3.4686,27.2741
0.1971,0.0329,0.0997,0.5004,0.0117,0.1582,8.1878,34.9653
0.0805,0.1971,0.1528,0.2150,0.1212,0.2334,12.6693,31.7114
0.3877,0.0931,0.0427,0.0789,0.3101,0.0875,13.3265,34.9732
0.0783,0.2905,0.1102,0.0622,0.1038,0.3550,11.0435,36.2001
0.3975,0.0091,0.1314,0.0804,0.2355,0.1461,2.4913,41.3347
0.3394,0.0395,0.1532,0.0563,0.1705,0.2411,5.3037,41.9111
0.2188,0.4089,0.0405,0.0273,0.0302,0.2743,1.2310,40.1698
0.0804,0.0819,0.1657,0.3823,0.2471,0.0426,8.1212,30.8533
0.2429,0.1748,0.1125,0.3010,0.0233,0.1455,4.2765,36.7959
0.1964,0.1839,0.0122,0.1108,0.2492,0.2475,6.5966,41.2872
0.0315,0.0214,0.0487,0.3716,0.5066,0.0202,15.4032,21.8410
0.1882,0.2426,0.0659,0.1153,0.0752,0.3128,15.9464,34.2592
0.0706,0.0918,0.1890,0.1289,0.3568,0.1629,9.2786,33.2219
0.2212,0.2655,0.1937,0.0281,0.1129,0.1786,17.9727,29.5746
0.1789,0.2672,0.1543,0.0921,0.1474,0.1601,19.9534,27.7709
0.2685,0.0451,0.0376,0.4468,0.0669,0.1351,11.1465,34.3102
0.2591,0.2189,0.0368,0.1722,0.0985,0.2145,14.0718,34.2835
0.2652,0.0948,0.1108,0.1739,0.1893,0.1660,10.8146,36.3013
0.0803,0.1558,0.1153,0.0068,0.1344,0.5074,6.5611,42.3238
0.2965,0.0121,0.1338,0.1881,0.1851,0.1844,6.9068,39.9530
0.0706,0.1449,0.3987,0.1877,0.1360,0.0621,8.4962,29.1916
0.1212,0.4419,0.0412,0.1134,0.0090,0.2733,14.9185,31.9001
0.0826,0.0611,0.0886,0.3386,0.2461,0.1830,10.8105,31.4641
0.0660,0.3287,0.0181,0.1918,0.0894,0.3060,10.1918,35.4698
0.0085,0.1231,0.2982,0.3027,0.0472,0.2203,8.0760,30.6054
0.0691,0.0696,0.4943,0.3321,0.0006,0.0343,11.5909,23.9870
0.4438,0.1880,0.0655,0.0386,0.1984,0.0657,5.4637,34.2203
0.5334,0.1120,0.0536,0.0225,0.1313,0.1472,8.6378,34.8884
0.1209,0.4355,0.2035,0.1088,0.1134,0.0179,12.0898,25.4012
0.0944,0.1813,0.1103,0.4795,0.1066,0.0279,4.3495,32.7336
0.1680,0.2305,0.1921,0.0619,0.3057,0.0418,19.2469,26.2330
0.0906,0.3378,0.2504,0.1524,0.1190,0.0498,3.0213,32.7911
0.4175,0.0235,0.1754,0.0620,0.1440,0.1776,12.0298,35.9743
0.0654,0.2601,0.4906,0.0011,0.1113,0.0715,1.8154,33.3209
0.1992,0.1988,0.0902,0.2866,0.2010,0.0242,17.6396,26.6008
0.0448,0.2917,0.3607,0.0464,0.1219,0.1345,8.7276,30.6421
0.3294,0.2326,0.2369,0.0306,0.1232,0.0473,10.9656,28.7844
0.1735,0.2303,0.1837,0.1326,0.1716,0.1083,5.8991,35.2713
0.0808,0.2243,0.0476,0.2772,0.2334,0.1367,7.7124,34.5329
0.0705,0.2326,0.1491,0.1821,0.3252,0.0405,16.8601,25.7300
0.0041,0.4286,0.1179,0.2173,0.0213,0.2108,1.8004,36.8203
0.2759,0.0136,0.2573,0.2172,0.0007,0.2353,17.5142,31.3699
0.0943,0.0543,0.2100,0.0715,0.0323,0.5376,8.2251,39.9756
0.2219,0.1275,0.0501,0.0302,0.5384,0.0319,12.6871,34.6807
0.0434,0.4632,0.1937,0.0081,0.2746,0.0170,16.1652,24.5910
0.2914,0.2734,0.0878,0.0859,0.1744,0.0871,8.6589,33.3111
0.2533,0.0658,0.1542,0.1438,0.3540,0.0289,18.5618,28.7168
0.1111,0.0818,0.1368,0.2279,0.4268,0.0156,8.7024,32.6247
0.1239,0.0236,0.0693,0.2722,0.1822,0.3288,17.6605,28.6113
0.1043,0.2800,0.1061,0.4070,0.0836,0.0190,14.0116,25.4137
0.1178,0.4084,0.2423,0.1084,0.0633,0.0598,12.3177,26.1421
0.0427,0.1643,0.0515,0.0318,0.2000,0.5097,17.3563,28.9315
0.2263,0.0504,0.1526,0.1814,0.0364,0.3529,17.3482,33.9573
0.0290,0.1481,0.3548,0.2643,0.0707,0.1331,5.6277,31.6599
0.2814,0.1582,0.2459,0.1934,0.0340,0.0871,2.9630,34.7360
0.4198,0.0028,0.5014,0.0665,0.0047,0.0048,2.2904,28.8494
0.3524,0.1951,0.2101,0.0683,0.0561,0.1180,7.6172,32.7572
0.3047,0.2046,0.3087,0.0674,0.0822,0.0324,18.3068,23.6568
0.3797,0.0258,0.0179,0.0389,0.0377,0.5000,1.7454,49.5604
0.1327,0.0684,0.2134,0.1954,0.0364,0.3537,7.7954,38.5975
0.0620,0.0979,0.0978,0.0829,0.4688,0.1906,7.2806,35.7510
0.1955,0.1205,0.0651,0.3704,0.0057,0.2428,12.4820,34.1541
0.2076,0.0552,0.2402,0.0923,0.1770,0.2277,10.2716,36.8729
0.2479,0.1822,0.0196,0.3144,0.0691,0.1668,3.9378,38.8609
0.2677,0.1419,0.1291,0.0081,0.0365,0.4167,10.2574,41.5513
0.1306,0.0777,0.0804,0.2306,0.4040,0.0767,19.4632,25.5573
0.4422,0.0277,0.0151,0.2643,0.1364,0.1143,5.8212,37.8953
0.6869,0.0022,0.0753,0.0430,0.1311,0.0615,6.6331,31.4221
0.5250,0.0858,0.1554,0.1318,0.0685,0.0335,16.3435,25.8185
0.1713,0.1941,0.2006,0.1278,0.2847,0.0215,14.8580,28.3123
0.0093,0.4002,0.1311,0.1961,0.1277,0.1356,2.7147,35.2217
0.2320,0.1604,0.3571,0.0724,0.1125,0.0656,8.3642,31.0255
0.0259,0.3807,0.1061,0.3873,0.0336,0.0664,4.4987,31.0315
0.1090,0.1016,0.1277,0.0264,0.4650,0.1703,15.1359,30.8953
0.0964,0.1723,0.1308,0.2145,0.2760,0.1100,18.3497,26.1688
0.0357,0.1486,0.4751,0.0932,0.0583,0.1891,6.6849,32.1410
0.3631,0.0174,0.0415,0.0824,0.0272,0.4684,14.5208,42.2552
0.4002,0.0331,0.1408,0.1993,0.0341,0.1925,2.8469,39.6507
0.0546,0.0328,0.0968,0.3234,0.4343,0.0581,8.3416,30.3228
0.2426,0.0339,0.0537,0.3229,0.3006,0.0463,19.4591,27.9182
0.3130,0.0171,0.4422,0.0425,0.0004,0.1848,19.3740,28.2488
0.5790,0.2180,0.0006,0.0296,0.1462,0.0266,5.6587,29.6324
0.0293,0.3448,0.0933,0.0257,0.3391,0.1678,18.8860,26.6842
0.0222,0.0646,0.1079,0.4429,0.1465,0.2159,16.3591,23.3435
0.4048,0.0300,0.2589,0.1439,0.0360,0.1264,16.8617,29.5653
0.0987,0.1807,0.3217,0.1858,0.0843,0.1288,16.9536,25.8708
0.0302,0.0836,0.0318,0.2120,0.2095,0.4329,18.5159,23.4105
0.0551,0.0686,0.3828,0.3601,0.0382,0.0952,11.1150,26.5491
0.5030,0.0171,0.0300,0.2698,0.0279,0.1522,11.4888,34.4818
0.4186,0.2356,0.2343,0.0023,0.0259,0.0833,17.6270,24.7192
0.2193,0.1726,0.3409,0.0003,0.0933,0.1736,2.3699,38.1062
0.1512,0.3829,0.1217,0.1084,0.2341,0.0017,17.1396,25.0106
0.0348,0.0431,0.1407,0.0433,0.2307,0.5074,16.4240,26.0783
0.3003,0.1160,0.0971,0.2432,0.0697,0.1737,19.7584,29.7556
0.0023,0.4110,0.3010,0.0063,0.1056,0.1738,4.1349,33.9389
0.1571,0.1796,0.2916,0.1233,0.0366,0.2118,6.9968,35.6159
0.2688,0.2956,0.1007,0.2113,0.0536,0.0700,4.2001,33.0988
0.0420,0.0598,0.0148,0.1954,0.5331,0.1549,2.4494,38.8002
0.0702,0.2389,0.0353,0.0264,0.3646,0.2646,6.1418,39.7838
0.1432,0.3021,0.0394,0.3038,0.0234,0.1881,19.9353,26.8471
0.1010,0.0480,0.0924,0.4022,0.3081,0.0483,9.7807,30.7583
0.0840,0.1600,0.1227,0.0898,0.1082,0.4353,3.2661,44.0344
0.1315,0.1263,0.1008,0.0083,0.5436,0.0895,3.6056,41.0673
0.0647,0.2937,0.2865,0.3082,0.0086,0.0383,17.4681,21.3652
0.1257,0.2160,0.1279,0.2243,0.1069,0.1992,2.0753,40.0959
0.1914,0.1598,0.0555,0.2765,0.0067,0.3101,5.5939,40.7682
0.0654,0.0288,0.1097,0.3302,0.3814,0.0845,9.9872,29.6624
0.3669,0.0095,0.1963,0.0961,0.1532,0.1780,16.7110,33.4697
0.3339,0.1612,0.0476,0.3213,0.1239,0.0121,3.2373,34.2805
0.1282,0.1409,0.1520,0.2158,0.0209,0.3422,1.2023,44.0997
0.2264,0.1471,0.2154,0.1932,0.1260,0.0919,4.6307,35.7040
0.3687,0.2900,0.1455,0.0234,0.0578,0.1146,17.7469,27.0102
0.5416,0.0509,0.2806,0.0295,0.0829,0.0145,19.1253,22.7949
0.3896,0.2049,0.1425,0.0983,0.0898,0.0749,16.6901,27.4914
0.1832,0.4550,0.0546,0.1915,0.0515,0.0642,13.8488,26.5069
0.0766,0.1838,0.1059,0.3000,0.1714,0.1623,4.7714,36.5941
0.2170,0.0046,0.0946,0.3072,0.3188,0.0578,8.3849,36.0484
0.1612,0.0418,0.2463,0.2993,0.2010,0.0504,11.5210,30.1825
0.2694,0.0438,0.0555,0.4525,0.1492,0.0296,6.8878,34.7759
0.2041,0.2631,0.2405,0.0580,0.1197,0.1146,14.7035,29.1188
0.4000,0.0330,0.2572,0.0343,0.0488,0.2267,1.0119,40.6042
0.0513,0.4565,0.1811,0.0362,0.0779,0.1970,2.2009,36.7665
0.3499,0.3127,0.1350,0.0373,0.1184,0.0467,14.7349,26.5849
0.0120,0.1581,0.3752,0.1405,0.2593,0.0549,16.6347,22.8569
0.0630,0.4004,0.1634,0.2057,0.1009,0.0666,12.9609,26.6506
0.0098,0.0380,0.5202,0.2154,0.1042,0.1124,18.3304,20.3478
0.7090,0.0108,0.0268,0.2021,0.0490,0.0023,18.1626,23.0025
0.2374,0.0772,0.1458,0.0538,0.0859,0.3999,3.3124,46.0048
0.0567,0.4164,0.0815,0.0618,0.2289,0.1547,7.9516,34.2067
0.4752,0.1565,0.1347,0.0289,0.1937,0.0110,13.2424,27.9980
0.1578,0.5351,0.0264,0.0755,0.0684,0.1368,13.9349,28.7806
0.1023,0.3693,0.0787,0.0976,0.0016,0.3505,15.7037,32.8780
0.0215,0.0066,0.0367,0.3122,0.1804,0.4426,13.0026,25.6530
0.0878,0.1891,0.0893,0.5441,0.0449,0.0448,5.6002,31.3813
0.0712,0.3078,0.0714,0.1367,0.3616,0.0513,3.6192,36.4516
0.1564,0.0053,0.0808,0.1343,0.4585,0.1647,17.3060,29.3466
0.1117,0.0368,0.6031,0.0712,0.1372,0.0400,11.9365,26.1226
0.0060,0.2716,0.0277,0.0171,0.5408,0.1368,5.8620,35.8704
